channelId,customUrl,title,description,country,viewCount,subscriberCount,videoCount,madeForkids,creationDate
UCNXK8DPUvr7NS8HHwW-GwzQ,@telinaasmr,Telina ASMR,"Hi lovelies! I'm Telina and I make asmr videos to help you sleep! I stumbled across asmr 8 years ago; since then it has played such a huge role in my life and has helped with my sleep struggles and anxiety tremendously. I'm so happy that I can now contribute to the asmr community and create videos to help you guys relax, get tingles, and fall asleep! Love you all! :)

P.S Im from Canada so shoutout to my Canadian viewers! 
",n/a,22198487,148000,275,n/a,2019-06-26T22:41:51Z
UCRz3cGfqeMPSHMBN6CxKQ9w,@asmrcham,ASMR Cham,"Hello! I’m Japanese ASMRtist Cham🌙
 I upload ASMR videos for sleep and relaxation!

I make movies with the feeling that I want to create charming sounds that can entice people.
I have named it ""Cham"" from the character of ""charming""

I would be happy to bring you a healing space through my videos.
Please make yourself comfortable!

Thank you for your watching and subscribe :D
",US,77166647,416000,502,False,2018-03-01T11:36:20Z
UClqNSqnWeOOUVkzcJFj4rBw,@tingtingasmr,Tingting ASMR,"Hello, my name is Tingting, welcome to my ASMR channel! I will be creating videos to help you relax, tingle, and sleep. There's a lot of stress in this world, I hope I can help you reduce some of it. New uploads every Tuesday, Thursday and Sunday so check back often!",US,580868499,2310000,635,False,2017-04-26T17:29:57Z
UCiOkLo-uqm543NQv3Zjh03g,@asmrwinkeyy,ASMR Winkeyy,"MY goal is to make you sleep...
ASMR videos every other day 

 business contact: drewspeed1000@gmail.com

road to 1m Subs
",US,172635015,1050000,323,False,2020-05-02T15:17:54.473226Z
UCR3m5LGZuqORVdUZ1KaieYg,@karunasatoriasmr,Karuna Satori ASMR,"Your Original ASMR Mother 

Karuna
[Kuh-roo-nah]
noun, Bhuddism
1. The universal compassion of a Bodhisattva.

Satori
[Suh-tawr-ee, -tohr-ee]
noun, Zen
1. Sudden enlightenment.",n/a,418517427,1240000,1135,n/a,2013-10-06T00:39:30Z
UC6fAYCOjXMzb1K07i0G5gOQ,@myalingasmr,Myaling ASMR,"'It is a choice for relaxing your mind and body.'

Myaling ASMR
E-mail : tjsgml413@gmail.com
",KR,92733884,684000,85,n/a,2018-09-16T23:56:22Z
UCWLTUR6tVgOCB2abJgIizvQ,@lottielovesasmr,LottieLoves ASMR,"Helping you lovely people to sleep, relax and de-stress! 

♡ It’s okay to not be okay ♡

ASMR uploads every Wednesday and Sunday @ 10 PM (UK Time)

~Socials ~
For all business inquiries: lottielovesasmr@yahoo.com
Follow me on Instagram: @lottiefellows
Follow me on twitter: @lottielovesasmr




",GB,52247901,247000,609,False,2018-09-24T19:56:03Z
UCGa0i7fssw6ZecR8BaulWyA,@realmouth,RealMouth ASMR,"RealMouth ASMR MUKBANG EATING SOUND!

-----------------

틱톡 (TikTok) 
▶ http://vt.tiktok.com/JMn2YB/

인스타그램 (instagram)
▶ https://www.instagram.com/real_mouth/

비즈니스 문의 (Mail)
★ mouth2019@naver.com  ★",KR,393223795,2090000,799,False,2018-09-23T09:46:18Z
UCfg27yDA92WI1YsJNS3OLTQ,@cherielorraine,Cherie Lorraine ASMR,"Hey you! 💕

Thanks so much stopping by, and welcome to my channel! 

My name is Chérie Lorraine, and I am the sole creator of all of the content that you see here!
I  have been a content creator for over 10 years across various platforms, and currently create ASMR here on Youtube and Twitch.
I am also a metalsmith, dance teacher, and model by vocation!
You can find more of my work here — https://www.cherielorraine.com
I also stream ASMR live on Twitch — https://www.twitch.tv/cherielorraine

All other links, as well as donation portals, can be accessed here!
https://linktr.ee/cherielorraine
",US,13210537,149000,40,False,2021-11-04T06:38:55.155945Z
UCiorb8zE67MvrBQGagNWutQ,@vivaasmr,VIVA ASMR,I LOVE ASMR☁️,KR,105581272,555000,186,False,2018-02-05T09:20:55Z
UChmCw-lM24QMTg9BdA150tQ,@angelsasmr,Angels ASMR,New video every Sunday ❤️ Hi guys :) My name is Kimi ♡ I made this ASMR channel as a side hobby while I stream full time over at https://www.twitch.tv/angelskimi,US,23987844,163000,57,False,2017-02-09T08:24:12Z
UCXTAGLo2UWlOwNMpbEkyBOw,@whisperingwillow_asmr,Whispering Willow ASMR,Hello my name is Willow and I like to whisper! And help you sleep :) ,n/a,39101975,395000,217,False,2020-10-18T06:57:36.19429Z
UCDwR_uew-XkbO0RjUAgrUug,@sarahlavenderasmr,Sarah Lavender ASMR,"Welcome! 🌱 I’m Sarah Lavender and I make ASMR videos.

ASMR stands for autonomous sensory meridian response; it’s a feeling you get from hearing, watching, and feeling certain stimuli that gives you a “tingle” in your head. The good stuff helps you relax, calm down, and even fall asleep✨

Here’s hoping my videos will bring you lots of tingles and relaxation. Please always feel free to comment suggestions and requests. ❤️

For sponsorship requests, please contact: Ben@manatalentgroup.com
Patreon: https://www.patreon.com/SarahLavenderASMR
Twitter: @lavenderasmr
I also make art! (though I'm not too active on there...) Art insta: @sarah.creating
Banner Artist: George Outhwaite (@outhwaitegeorge on Twitter)
",US,37006272,235000,202,False,2019-11-09T00:41:36.477744Z
UCpHS-w6UrxBPX5UXLMmhJ1A,@abbyasmr,Abby ASMR,"Yay you’re here! Get cozy and stay awhile ♡ 

ASMR has played such a consistent, significant role in my life for many years, and I'm so happy to be contributing to this amazing community. Whether you watch/listen to ASMR for sleep, tingles, pure relaxation, all of the above, or just stumbled upon a video, you're so appreciated and welcome here. 
 
My favorite triggers are definitely visual triggers (especially w/ light ⚡️) and I love any kind of personal attention roleplay so you will find a lot of that here.

If you're curious, I'm American but I live in Germany.

Thank you for being here xx
",DE,26513583,141000,196,False,2020-05-25T19:14:07.999207Z
UCmThhVN1J_Dgj2YXvuv_LwA,@rainessaasmr,Rainessa ASMR,"ヽ(*＾ω＾*)ﾉ Welcome Friend!

Thank you so much for stopping by!  

I hope you find this channel to be a spot of relaxation, calm & peace.

My goal is to share creativity, positivity & love to help you sleep comfortably & soundly!

Good night & sweet dreams, my friend!!!!! ♥♥♥

What is ASMR?
ASMR stands for autonomous sensory meridian response which is a biological reaction that some people may experience when they hear, see or feel certain satisfying triggers such as whispering, tapping, brushing or typing. It is best know for causing tingly sensations, relaxation and comfortable feelings.

Because of this, many people use ASMR as a way to help relax and sooth their mind and bodies before falling asleep. It can be used for meditation, sound therapy and is a natural sleep aid. I watch ASMR every night to fall asleep - and several times throughout the day as a part of my self care practice to keep my body, mind & spirit healthy and balanced! I love it!!!


",n/a,3443837,32800,87,n/a,2021-12-11T20:36:10.144318Z
UCU-NS0mDTR03_QXW50D-gRw,@jazzyasmr,Jazzy ASMR,"I've been a lover of ASMR content for years. It has gotten me through my most roughest moments with Depression and Mental OCD, especially the nights I was entirely incapable of going to sleep. Creating this channel in hopes of being able to be a form of calm/soothing energy on the days you need it most. I hope you enjoy joining my beginning ASMR channel community.",US,18194910,129000,179,n/a,2019-03-17T02:27:12Z
UC_ARaeDGHVLAqi6whEWQRTg,@ozleyasmr,Ozley ASMR,"Hey friend! Welcome to my main channel Ozley ASMR (my only other channel is Ozley ASMR Shorts).  I am SO happy you decided to stop by! Grab your headphones for the full binaural experience, curl up with a cozy blanket, and stay awhile.

If you are new to ASMR, it stands for Autonomous Sensory Meridian Response, and it's a delightful tingly sensation some people get when experiencing certain sounds or visuals (tapping, rain, whispering, hand movements, just to name a few). Even if you don't experience ""the tingles"" these videos are perfect for relaxing, studying, and falling asleep. 

Have a browse through my collection of videos and don't forget to say hi before you go! 

""The older I get, the more I'm conscious of ways very small things can make a change in the world. Tiny little things, but the world is made up of tiny matters, isn't it?""
-Sandra Cisneros",US,65134983,590000,345,False,2018-09-28T12:27:27Z
UCD_wbYHQeVbx_utWokhFdEw,@jociebasmr,Jocie B ASMR,"Comforting roleplays, tingles, and relaxation ♡

Instagram/Tiktok @jociebasmr

Hi loves! My name is Jocie, they/she, and I'm just a human happy to be creating ASMR videos : )

I post what I enjoy, meaning lots of:
MAKEUP & SKINCARE
PERSONAL ATTENTION
FANTASY ROLEPLAYS
& NATURE

And I basically post every single week, Tuesdays 6PM-8PM EST

Like a lot of us, I happened upon ASMR videos by chance when searching for ‘sleep help’ on YouTube. I fell in love with the community because it was a space for love, acceptance, childlike creativity - and tingles! For someone who struggles to slow down & show themselves love, I find ASMR gives us a chance for pause, encouraging us to take time for self care and to prioritize our mental health. I hope this can be a space for us to relax, laugh a lil, and practice self love ♡",US,264514444,1920000,222,False,2018-06-02T14:45:42Z
UC2nyigZS5YNDrCu_pih809w,@whispersredasmr,WhispersRed ASMR,"Welcome home 💜 Make yourself cosy, put your feet up and I'll pop the kettle on. 
ASMR Tingles ✨ Relaxation ✨ Sleep ✨ Sound Therapy ✨ Silence ✨ Peace ✨ Love ✨ Smiles

Emma WhispersRed, Emma Smith, YouTube Mum
INFP - Vegan - London, England",GB,355871318,1040000,663,False,2013-04-12T08:21:16Z
UC79B6k5KZxYLETtXFfZH1cg,@slightsoundsasmr,Slight Sounds ASMR,"Hello my Sound Soulmates! Thank you so much for being here. I hope this can be a place for relaxation, peace and silliness. Take care of yourself.",n/a,59122846,355000,365,False,2013-12-12T00:48:01Z
UCUuENVpVuzqpRsXWIDlpQTg,@carolineasmr,Caroline ASMR,"Hi! My name is Caroline and I'm an American ASMR artist. I speak English, German, and a little Korean, and love making multilingual ASMR videos! On my channel you’ll also find ASMR study sessions, personal attention, sound assortments, inaudible whispering, and layered sounds to help you relax/sleep! ✨",US,150900626,631000,339,False,2014-08-02T14:29:19Z
UCI6K8kxBhiu4q_i5jGpPSqw,@asmrrebecca,ASMR Rebecca,See you soon 💭,n/a,10267965,74900,123,n/a,2022-01-28T15:19:11.810439Z
UCftD_LCuDAwlPipnM6Uikqw,@moonlightcottageasmr,Moonlight Cottage ASMR,"Hello and welcome to Moonlight Cottage !

A cozy place where you'll find cinematic/historical ASMR & relaxation videos. 
My name is Diane, I'm french and I've been experiencing ASMR since I was a child and wanted to share videos with this wonderful community.

If you wish to support my channel (thank you !), you can join my patreon : https://www.patreon.com/moonlightcottageASMR

Thank you for visiting !
",FR,86913863,983000,95,False,2019-10-01T14:18:54Z
UCaZSbl6ZE8FmA6sATtcmIZQ,@whisperaudiosasmr,WhisperAudios ASMR,"LINKS TO EVERYTHING! https://linktr.ee/WhisperAudiosASMR

Hey! Im Charlette (with an e!) and I have been making ASMR since 2013!  

I upload every Sunday and Thursday at 9pm UK time!
",GB,40903907,199000,432,False,2012-02-01T20:09:12Z
UCWhhgm8QBBG4H2sUjJzZ6Fw,@asmrwan,ASMR Wan,"WAN ASMR
a girl who makes FAST AND AGGRESSIVE asmr videos at home
to Help you get Tingles ,Tickles,Happy and Funny",US,77222046,393000,150,n/a,2020-03-20T16:48:52.457047Z
UCHRkSLjIpOjKI1QHVjLtBYQ,@morpheusasmr6096,Morpheus ASMR,New to creating ASMR videos,US,94376282,1200000,560,False,2018-09-08T02:44:21Z
UC70L2WB74vgwmkVGm_iJkIw,@softlysweetasmr,SoftlySweet ASMR,"Hello my lovely sweethearts💕 I'm Juliana, and I make ASMR videos to help you relax and fall asleep🥰",CA,18278017,175000,17,False,2019-01-29T05:05:59Z
UC1-APDMA2UhZ1ySUpXvfF-w,@miaasmrr,Mia ASMR,"Hi friends! I'm Mariah :D (m.i.a. are my initials! super cool i know)

I first discovered ASMR in high school and these videos pretty much helped me get through my senior year. So I created this channel in hopes to give you the same comfort and relaxation I have while watching ASMR!!",n/a,47417680,293000,316,n/a,2013-10-27T19:43:31Z
UCpEuioVX1z1qz0QEUDycRhA,@srpasmr,SRP ASMR,"Welcome to our unique ASMR channel.
My mission is to stand out in the ASMR community by delivering high quality & realistic ASMR videos (from the medical world) that help YOU with sleep, stress or anxiety issues.
The ethos here is kindness, diversity & support. Come & see what you've been missing!

Disclaimer: My videos are purely role play & in no way whatsoever intended as medical advice. As such, you should consult your own doctor, optician etc if you have a medical issue.",GB,52740059,198000,374,False,2018-03-25T14:00:09Z
UCjyi6by44TTH0j_U3vXEGpA,@jojosasmr,Jojo's ASMR,"I'm a 23 year old full-time university student who grew up missing a lot of needed sleep. 
The focus and vision of this channel is to give to you all what I couldn't give myself in years that I needed sleep most. 
ASMR has become a viral, international phenomenon as it helps to relax and destress!

For business enquiries, you can contact Jojo below.",n/a,767584764,2540000,1159,False,2015-01-19T10:28:00Z
UCHC6fhzmkO9pdwFwNaFvArw,@daryalozhkinaasmr,ASMR Darya,ASMR which was made with Love ♥,n/a,66610962,353000,150,False,2014-10-27T17:04:55Z
UC996bYkjo5HabqfrZIgT4lw,@madiduvasmr,MadiDuv ASMR,"hey everyone!! my name is madi, thanks for checking out my channel! i make a pretty wide variety of ASMR content, including roleplays, true crime + scary stories, makeup, simple trigger videos, and more! i hope you enjoy :))

feel free to use any pronouns for me :D

channel banner designed by @itsgingerjam on insta !!! go check her out :))",US,4269827,62100,88,False,2020-01-03T04:24:31.41529Z
UCbQnrudtLo4tYCSImNbIP5Q,@atlasasmr,Atlas ASMR,"Soft-spoken kiwi fella, serving up cinematic, experimental and narrative ASMR. This is quiet entertainment, best suited to helping you unwind, relax, sleep and escape. Good vibes only. 

Twitter/Instagram: @Atlas_ASMR
Patreon: https://www.patreon.com/atlasasmr
Spotify: https://open.spotify.com/artist/0HNW5s2MMFqwKdnf2cmoeB
",GB,18929240,230000,55,False,2020-01-12T20:23:11.269559Z
UCyoTDnXaBFX4KOG9KyvdPFw,@didoasmr,Dido ASMR,"Hi there! My name's Duncan (""Dido"") and welcome to my channel! I am an ASMR YouTube Creator/ASMRtist and here you will find a whole variety of videos to help you relax, fall asleep, get tingles and also just a fun source of entertainment. Here I post a multitude of types of videos ranging from Card Magic, Gaming, Rambles/Chats & Triggers all in a relaxing manner! If you enjoy, why not subscribe and become part of our amazing ASMR Community 😊",GB,51288900,177000,925,False,2018-04-12T15:56:55Z
UCZ8MqcJVNNq6d1KARqqI19g,@kimlizasmr,Kim&Liz ASMR,"Hey guys, welcome to our channel!
We hope you love food as much as we do 🍪🎂🍔
Subscribe XOXO


If you would like to help support our channel to keep making yummy videos, our PayPal link is below! Also, if you have specific request on what foods you would like for us to eat, please add that in the message box in the donation :)",US,2575703938,6490000,1682,False,2016-09-03T11:16:34Z
UCn622AJ6EcQLwpltrYJR8lw,@fairycharasmr,Fairy Char ASMR,"Relaxation // Sleep // Tingles

Hi everyone, my name is Char! I make ASMR videos. I have an assortment of medical, spa, beauty and many more roleplays to help trigger your ASMR. ",US,148601711,462000,499,False,2009-12-16T22:23:49Z
UCC2xZiqsdhsTd9AaC0achGQ,@oceansasmr,Oceans ASMR,"Welcome to my channel where I post ASMR videos regarding makeup, fashion, roleplays, sustainability, and more 💓 If you have any business inquiries please email me at oceansasmr.mgmt@ritualnetwork.com

clothing line: https://oceannathelabel.com/ 
main insta/tiktok: oceanna.fayantbarz
asmr instagram: oceans.asmr
second youtube channel: Oceanna
clothing line insta/tiktok: oceanna.the.label 

current posting schedule: mon, wed, fri at 3pm est",n/a,106491067,415000,693,False,2017-11-26T00:25:39Z
UCQe2Y7V-C9bNMAcCJCBvzQQ,@latteasmr,Latte ASMR,,n/a,512481077,1920000,195,False,2016-01-04T14:16:01Z
UCH3L4YLJomC_MR7DnhtdHcg,@angelstepsvrasmr,Angel Steps ASMR,"Hello everyone!  I'm Angel, a V-Tuber looking to help people relax through ASMR. I really hope you all enjoy my content because I love making it!



",US,8556985,52800,287,False,2020-07-04T07:19:31.001228Z
UCJQbaRQEzgeE1nV1_LDKuhA,@coreyasmr,Corey ASMR,"Hey ASMR LOVERS! Corey ASMR here! Founder of the myASMR App!

ASMR stands for Autonomous Sensory Meridian Response! It’s those tingly feelings that you get when you hear and/or see something satisfying! 

My style of ASMR is faster and unpredictable. I really hope you like my style of ASMR!

Below is the link to the app on the App Store 📱
https://apps.apple.com/lv/app/myasmr/id1532630279

Follow ME on all Social Media Platforms!
Youtube: https://www.youtube.com/channel/UCJQbaRQEzgeE1nV1_LDKuhA
Instagram: https://www.instagram.com/corey_asmr/
Tik Tok: https://vm.tiktok.com/ZMe2k6Wty/

Follow the myASMR App on all Social Media Platforms!
iTunes: https://apps.apple.com/lv/app/myasmr/id1532630279
Instagram: https://instagram.com/myasmrapp?igshid=1uj9vcnxped2k
Tik Tok: https://vm.tiktok.com/ZMe2kFqof/

Business Inquiries/Collabs:
jalen@myasmrapp.com
",US,21347645,176000,421,n/a,2020-12-15T06:03:07.976324Z
UCdvYSTbhmzWgWyfGnhet03Q,@diddlyasmr,Diddly ASMR,Hi! I'm a 25 year old Aussie named Alicia and I'm on a mission to get you the f*ck to sleep,AU,84191585,430000,232,False,2018-07-05T06:48:50Z
UC2ytPjvpWC75lyxRLBrmAvw,@aprilsasmr,April’s ASMR,"Hello my loves!!! Welcome to my channel! I mostly do ASMR Videos and the occasional regular posting ✨ Enjoy, Like, Subscribe and hit that gorgeous bell to get notified when I post next 🦋",US,64645290,387000,278,False,2011-12-27T17:26:01Z
UCzPW2uxfH6QOFYDaDJFWMAA,@albinwhisperland,ALB in whisperland ASMR,"Hi there, my name is ALB! I post new videos every week :)

I make ASMR videos for your relaxation. I hope that these videos help calm you, relax you, and even put you to sleep if that is your intention. I stumbled across ASMR videos many years ago and thought I'd try my hand at making them myself... now it's how I spend most of my time! I love this community and I'm very passionate about it.

What is ASMR? To the common person, that can sound like a mouthful of unhelpful gibberish. Very simply put, these names describe a tingly sensation around the head and scalp, caused by various triggers.

Be sure to subscribe so you don't miss new videos 💞  And if you're already a subscriber, thank you so much! It means the world to me. 
",CA,71471095,416000,328,False,2012-10-23T02:34:55Z
UCvPwsFSuuwhZE67vQgHI50w,@makayla_asmr,Makayla ASMR,"Hi guys, I love watching/listening to ASMR so much I decided to make my own channel. I hope y'all enjoy the tingles!!
",US,114976683,705000,417,False,2020-06-11T21:00:01.996522Z
UC82mWqRZlB45ESh-rIPfJOQ,@asmrtwix,ASMR Twix,"I'm a full time reviewer of Japanese Exclusive SPA, Salons, massage places, hair cut, make up and etc. relaxing services in Japan. All the places I show on this channel aren't sponsored. But I would love to xoxo 
You can visit all these relaxing places on my channel.
Often there're special discounts or gifts just for my subscribers. 
You just need to mention in the beginning of your session that you're a subscriber of ""ASMR Twix"" channel. 
Many of you worry about hair types, language barrier or just being nervous. BUT we always make sure to ask about these concerns from the places. All of them are very kind and foreigner friendly places. So feel free to phone call them/book via Insta or online. All require booking beforehand!
Fan name: Twixes🥰
DM me on my Instagram for business!
Our Terahertz massage tool collection are available in 11 Best SPAs in Japan! 
USA main shop: pleasetakecareofme.shop
Follow my Ig for more fun!
",JP,137066190,671000,162,False,2020-03-22T18:22:26.887716Z
UCaVRk90IytEpDyw9hWNlq6g,@pierregasmr,PierreG ASMR,"Welcome to PierreG ASMR channel. Join us and relax, let your body rest and forget your worries.

I try to create some nice triggers like whispering, soft spoken voice, tapping on things, crinkly sounds, roleplay and sure tingles. Sometimes, I might make some personal attention videos too.

My hope is that with different kinds of sounds, you can fall asleep fast, relax while you study or work and forget your worries. You might also just enjoy this brain massage induced by a tingly sensation or tingles.

I make videos in 4 languages: Korean, Japanese, French and English.
한국말, 일본어, 프랑스어와 영어로 ASMR 동영상을 만듭니다.
韓国語、日本語、フランス語と英語でASMR動画をアップしていきます！
J'aimerais mettre en ligne des vidéos ASMR en coréen, japonais, français et anglais.

I upload new videos almost everyday. If you wish to join the Republic of Tingles, join us and subscribe!",FR,188497802,1000000,718,False,2017-01-19T20:42:29Z
UCqNzVGEWqZspPQEEWCyL1rg,@twilightasmr,Twilight ASMR,"Hello 
Twilight is my name.  

Found my new passion for asmr .  
New to the ASMR Eating MUKBANG Community . 
Still Learning everyday ! 
Love Eating and Whispering, NO Talking n Sharing !  
Really Really Hope you will enjoy !  
N Last, 
PLEASE be Kind ! :) 

If you enjoy eating, whispering sounds, eating show (MUKBANG) , this is for YOU ! 

Definition of ASMR (Autonomous Sensory Meridian Response) : 
A euphoric experience identified by a tingling sensation in the scalp and down the back of the neck that triggers positive  feelings, relaxation and focus. Listening to whisper voice, paper tearing, gentle stimulus, scalp massage and mouth eating sounds are some examples that trigger ASMR.


If you like my videos, Please like, comment and SUBSCRIBE for more videos. Will help me a whole lot lot !!",US,69315145,259000,656,False,2019-01-06T08:10:59Z
UCOkFff6Mg5YEyeZ8XONGc9A,@articulatedesignasmr,Articulate Design ASMR,"My name is Matt and I was born in England but raised in Scotland! Having said that, I've been out of the UK for quite a while now with my real life job. I was back and fourth between England and Slovakia but a few years ago, I accepted a job over in Dubai. 

After listening to ASMR for so many years, I finally decided to really join the community and create some content of my own in my spare time. My videos are really just meant to relax and maybe even help you sleep at night. 

I try to release a new video every 2 weeks or so but I'm really creating on a very part time basis.  

I'm also an enormous boxing fan and an avid gamer of like 25+ years :D 

Be kind to yourself and the well intended :)",GB,44876669,191000,192,False,2016-07-24T15:57:13Z
UC4RdEwzh0r3CuTEElRQ6dpg,@marnoasmr,Marno ASMR,"Hello ASMR folk!

I use ASMR to fall asleep every night. There are many nights when I think to myself ""I wish that there were more videos like XYZ""... so I'm trying to make more videos like X Y and Z.

Expect a lot of fast tapping, whispering, and all the asmr idiosyncrasies you've grown to love. I'm excited to experiment a lot as well.

Above all, I hope you find these videos relaxing.

Thanks for reading and happy napping!",US,114236910,525000,312,n/a,2018-01-14T09:28:16Z
UCr4mYYsEihhmN1Brl5KW0RA,@blissfulzenasmr,Blissful Zen ASMR,"Welcome to my channel, I am Blissful Zen, your host. In this channel you will find all kinds of ASMR. From gentle and soft to fast and chaotic to hit all the needed tingle points. My ASMR can be loud at times, so please adjust your volume as suited for you. My ASMR is also packed with funny moments to make you laugh and relieve you from stress and ultimately bring you to that cool and calm, blissful state. Please sit back, relax and enjoy the contact from my ASMR sounds!",US,42887496,222000,980,False,2019-09-20T18:48:53Z
UCmyHWiJtwn-qDtKg9xLQ7_A,@ryanasmr,Ryan ASMR,"Just a guy that enjoys ASMR, Gaming, nature and helping people. 
Business Email: RyanASMR@dulcedo.com
",US,1601269,32400,585,False,2021-07-11T19:27:50.015866Z
